,asset,day,price,return_1d,algo_return,rolling_beta,expected_return,market_adjusted_return,tomorrows_market_adjusted_return
19905,HRET,390,51.65,0.015732546705997885,0.010726817042606474,0.6742782687062014,0.006186768067336362,0.009545778638661524,-0.03862402291503663
19906,ANSO,390,57.66,0.02342917997870053,0.010726817042606474,0.9717012149389244,0.009121373572145236,0.014307806406555296,-0.005392747336602657
19907,DIHO,390,11.06,0.015610651974288237,0.010726817042606474,1.1248028349134822,0.012143215514233127,0.0034674364600551094,0.0035885752861963324
19908,RTTH,390,33.63,-0.01838879159369511,0.010726817042606474,1.1695649307758451,0.012193253056036088,-0.030582044649731195,0.022254590727527366
19909,SPLZ,390,93.04,0.017386550027337355,0.010726817042606474,1.2631557514734442,0.013325997802879014,0.004060552224458341,-0.025142830212765338
19910,NWIG,390,77.34,0.029964043148222208,0.010726817042606474,0.46667002526947216,0.0057114256061858975,0.02425261754203631,-0.003914565681439321
19911,MMBT,390,177.31,0.02580271912062493,0.010726817042606474,1.7912362619645337,0.017078238445436215,0.008724480675188714,0.006856370316596718
19912,MDGI,390,224.57,0.010438695163104583,0.010726817042606474,0.7229443508155852,0.008373654989921394,0.002065040173183189,0.011675656706195813
19913,AGVF,390,91.75,0.034618854307622904,0.010726817042606474,0.806403560354907,0.008033569312470781,0.02658528499515212,-0.024612077329637
19914,RRES,390,54.06,0.02386363636363642,0.010726817042606474,1.339692617582907,0.013468682676551451,0.010394953687084969,0.01048459043892897
19915,CTGI,390,105.01,0.028803762124032684,0.010726817042606474,1.5652208201206084,0.016199843199236667,0.012603918924796016,0.015535301997880691
19916,ALUT,390,16.85,0.029951100244498985,0.010726817042606474,0.6026516003356711,0.006610855908633007,0.023340244335865977,-0.010819035198207814
19917,ACAC,390,53.79,0.009761591890369736,0.010726817042606474,1.1747631540857006,0.012794867720927148,-0.0030332758305574112,0.028777889083547586
19918,SRTX,390,267.79,0.02778737286509303,0.010726817042606474,0.9722006920797067,0.010981269053455449,0.01680610381163758,-0.013350711083041896
19919,GARI,390,10.65,0.021093000958772867,0.010726817042606474,1.1572020064361623,0.012134084339047784,0.008958916619725083,0.0008049257380453676
19920,RCRI,390,39.2,0.05745886161316438,0.010726817042606474,1.8602145852283414,0.018248737630458194,0.03921012398270619,0.025805486689938824
19921,ACIX,390,22.6,-0.009640666082383786,0.010726817042606474,0.7361176041729873,0.009089600201572021,-0.018730266283955806,-0.013271716123065203
19922,CCNS,390,21.57,0.01601507300989158,0.010726817042606474,0.2452066607155229,0.0028585240438926992,0.013156548965998879,-0.024993645320479266
19923,MTNS,390,18.79,0.031284302963776156,0.010726817042606474,0.7864257320964224,0.00760489419570136,0.023679408768074797,0.008098484033326513
19924,IHOZ,390,121.3,0.02371508144147194,0.010726817042606474,1.103081982281852,0.012279838129821703,0.011435243311650238,-0.0003516810041203529
19925,NAYO,390,30.99,-0.0009671179883946612,0.010726817042606474,1.5491752537303445,0.01629838701462049,-0.01726550500301515,-0.003165564513707789
19926,FWWG,390,29.38,-0.007432432432432523,0.010726817042606474,0.7299881258046791,0.007738053301154573,-0.015170485733587095,-0.012718026815221602
19927,EELT,390,98.24,0.0008149959250203231,0.010726817042606474,1.7893077839702274,0.019733758453764325,-0.018918762528744002,0.03513043095439844
19928,HRND,390,16.49,-0.00960960960960966,0.010726817042606474,1.0341329866694413,0.01295236825740049,-0.022561977867010148,0.012981644728913411
19929,AETS,390,24.57,-0.0012195121951219523,0.010726817042606474,1.115538343473514,0.01264775404056242,-0.013867266235684373,0.035966738913546265
19930,ULXY,390,52.79,0.01421709894332368,0.010726817042606474,1.8183002888035793,0.019262790203860493,-0.005045691260536812,-0.0031537884744671334
19931,BLBT,390,40.0,0.028542041655952755,0.010726817042606474,0.6868997189030531,0.007180344371865395,0.02136169728408736,-0.02389126435889742
19932,BENI,390,26.96,0.016974726518294903,0.010726817042606474,0.6565215260362441,0.007119405298101018,0.009855321220193884,0.0078001433246189305
19933,ITPA,390,25.09,-0.0055489496630994894,0.010726817042606474,0.6338508336394373,0.0069185766277457305,-0.012467526290845219,0.010482563463273063
19934,HTRK,390,11.51,0.020390070921985748,0.010726817042606474,0.5759357686360291,0.006935691115288978,0.01345437980669677,0.0072787590722974745
19935,NGTE,390,56.91,0.025405405405405368,0.010726817042606474,1.171175492478552,0.012925916948742674,0.012479488456662694,-0.017900858478200474
19936,ILVX,390,60.66,0.017785234899328817,0.010726817042606474,0.9974848424431767,0.010359813024269911,0.007425421875058905,-0.02221977482854819
19937,FCSG,390,36.49,0.00828958275766789,0.010726817042606474,0.9122774848362464,0.010751866796993569,-0.0024622840393256785,-0.004925264989588979
19938,FARS,390,35.48,-0.0136224631637476,0.010726817042606474,0.46196286912518547,0.005136324174467823,-0.018758787338215423,-0.007674909787469735
19939,MHRM,390,15.08,-0.016949152542372836,0.010726817042606474,0.33844870485978606,0.004967159654111784,-0.02191631219648462,-0.0226058177880327
19940,EAFC,390,29.27,0.018795683954055065,0.010726817042606474,0.8267145753764351,0.009475854065604304,0.00931982988845076,-0.021086063343572027
19941,ALGO,391,99.85,-0.009621106923229483,-0.009621106923229483,1.0,-0.009621106923229483,0.0,0.0
19942,AENO,391,74.45,-0.002545551982851002,-0.009621106923229483,0.8181918237832183,-0.00790048742884811,0.005354935445997107,-0.01839397994124271
19943,LSST,391,89.53,0.0005587840858292115,-0.009621106923229483,1.302350119856359,-0.012426247960813526,0.012985032046642737,-0.0027988681743268537
19944,SRNA,391,105.31,-0.012657041065066488,-0.009621106923229483,0.8666007736085909,-0.008332110346283398,-0.00432493071878309,0.006803212811515171
19945,ELLT,391,96.81,-0.003294553690929569,-0.009621106923229483,0.38803649978672533,-0.003477954681442434,0.00018340099051286467,0.01339572220494237
19946,AMRP,391,14.89,0.050070521861777184,-0.009621106923229483,0.9618263905324712,-0.010834693572463458,0.06090521543424064,-0.02870737353559938
19947,OTCS,391,24.59,0.003673469387755146,-0.009621106923229483,0.8442402213256553,-0.008049724916406755,0.011723194304161902,0.04464124889941854
19948,HETT,391,73.82,0.006544859558221816,-0.009621106923229483,0.568416653324869,-0.0055992120080094136,0.01214407156623123,-0.0005002327886517578
19949,HUXZ,391,56.66,-0.012719986060289346,-0.009621106923229483,1.1437618258164617,-0.011277033360209842,-0.0014429527000795039,-0.01412770308434968
19950,DUCT,391,13.05,-0.029017857142857095,-0.009621106923229483,1.0392135078684737,-0.009089821316645506,-0.01992803582621159,0.009705487280768296
19951,SMAH,391,82.92,-0.00048216007714552145,-0.009621106923229483,1.0013794860690188,-0.009531294632135803,0.009049134554990282,-0.009636508425423636
19952,NPCK,391,8.23,-0.012004801920768249,-0.009621106923229483,0.6696770255696438,-0.006182449481528492,-0.005822352439239757,-0.00969702261416038
19953,MSDP,391,24.17,-0.0427722772277227,-0.009621106923229483,0.7868573968871723,-0.007009987074450659,-0.03576229015327204,0.006915459920251835
19954,EORC,391,29.64,-0.0395333765392093,-0.009621106923229483,0.9416984080404739,-0.00860934783672397,-0.030924028702485326,0.05057520557498419
19955,CUBO,391,162.87,0.003264752987556907,-0.009621106923229483,0.6332436650787356,-0.006097911697805607,0.009362664685362513,0.004864166533157999
19956,HRET,391,49.32,-0.045111326234269056,-0.009621106923229483,0.689952935899555,-0.006487303319232424,-0.03862402291503663,0.012286499792018521
19957,ANSO,391,56.81,-0.014741588622962043,-0.009621106923229483,0.9446241571636007,-0.009348841286359386,-0.005392747336602657,0.05385985806398884
19958,DIHO,391,10.98,-0.007233273056057921,-0.009621106923229483,1.1150142773470726,-0.010821848342254253,0.0035885752861963324,0.025846016152419535
19959,RTTH,391,34.0,0.01100208147487347,-0.009621106923229483,1.1687127377122846,-0.011252509252653895,0.022254590727527366,-0.03720288251918991
19960,SPLZ,391,89.57,-0.03729578675838363,-0.009621106923229483,1.3597883224883538,-0.012152956545618295,-0.025142830212765338,-0.01338269206024656
19961,NWIG,391,76.69,-0.008404447892423117,-0.009621106923229483,0.4765538657954652,-0.004489882210983796,-0.003914565681439321,-0.02474442327497534
19962,MMBT,391,175.47,-0.010377305284529958,-0.009621106923229483,1.8011683419718227,-0.017233675601126677,0.006856370316596718,-0.016123777895802265
19963,MDGI,391,225.63,0.004720131807454342,-0.009621106923229483,0.7435052978967713,-0.00695552489874147,0.011675656706195813,-0.009826925567485423
19964,AGVF,391,88.78,-0.0323705722070845,-0.009621106923229483,0.8466278428735456,-0.0077584948774475,-0.024612077329637,0.030564391897513917
19965,RRES,391,53.93,-0.002404735479097364,-0.009621106923229483,1.3628674796893125,-0.012889325918026334,0.01048459043892897,0.017847334822554736
19966,CTGI,391,105.06,0.00047614512903537687,-0.009621106923229483,1.5190888442826576,-0.015059156868845314,0.015535301997880691,-0.04647925209243367
19967,ALUT,391,16.57,-0.016617210682492667,-0.009621106923229483,0.6226685816720127,-0.005798175484284853,-0.010819035198207814,0.016548048424425855
19968,ACAC,391,54.73,0.01747536716861875,-0.009621106923229483,1.1291295579062968,-0.011302521914928839,0.028777889083547586,-0.011953344008388876
19969,SRTX,391,261.71,-0.022704357892378457,-0.009621106923229483,0.9757171100947724,-0.009353646809336561,-0.013350711083041896,-0.0059263615317810036
19970,GARI,391,10.54,-0.010328638497652642,-0.009621106923229483,1.137438143132843,-0.01113356423569801,0.0008049257380453676,-0.025126725130822453
19971,RCRI,391,39.51,0.007908163265305967,-0.009621106923229483,1.740293691748912,-0.017897323424632856,0.025805486689938824,0.05943162731164797
19972,ACIX,391,22.14,-0.020353982300885032,-0.009621106923229483,0.7420926948124795,-0.0070822661778198286,-0.013271716123065203,0.007278459051675789
19973,CCNS,391,20.98,-0.027352804821511367,-0.009621106923229483,0.24474734553314784,-0.0023591595010321004,-0.024993645320479266,0.012499067177021808
19974,MTNS,391,18.8,0.0005321979776478081,-0.009621106923229483,0.7589457666121721,-0.007566286055678705,0.008098484033326513,-0.014210846814182502
19975,IHOZ,391,119.97,-0.010964550700741982,-0.009621106923229483,1.1249858826602903,-0.010612869696621629,-0.0003516810041203529,-0.004583674747354012
19976,NAYO,391,30.43,-0.018070345272668598,-0.009621106923229483,1.5527976261063143,-0.014904780758960809,-0.003165564513707789,0.019206634087935992
19977,FWWG,391,28.8,-0.019741320626276315,-0.009621106923229483,0.7838755043073711,-0.007023293811054713,-0.012718026815221602,-0.0014615088754620243
19978,EELT,391,100.0,0.01791530944625408,-0.009621106923229483,1.7406591971861818,-0.01721512150814436,0.03513043095439844,-0.008313680185083192
19979,HRND,391,16.54,0.003032140691328067,-0.009621106923229483,1.0499054833559045,-0.009949504037585344,0.012981644728913411,-0.026234233947742602
19980,AETS,391,25.19,0.025234025234025292,-0.009621106923229483,0.9965230409884002,-0.010732713679520976,0.035966738913546265,-0.02801733537875263
19981,ULXY,391,51.7,-0.02064784997158542,-0.009621106923229483,1.7677211174989655,-0.017494061497118286,-0.0031537884744671334,-0.041088080507286656
19982,BLBT,391,38.78,-0.03049999999999997,-0.009621106923229483,0.7145229836966736,-0.0066087356411025505,-0.02389126435889742,-0.002832760927411988
19983,BENI,391,27.0,0.0014836795252224366,-0.009621106923229483,0.6417208557862373,-0.006316463799396494,0.0078001433246189305,-0.002729757628058277
19984,ITPA,391,25.2,0.004384216819449893,-0.009621106923229483,0.6388400177093558,-0.006098346643823169,0.010482563463273063,-0.011788251806674052
19985,HTRK,391,11.53,0.0017376194613378804,-0.009621106923229483,0.5666368633481557,-0.005541139610959594,0.0072787590722974745,-0.009135554536121793
19986,NGTE,391,55.25,-0.02916886311720257,-0.009621106923229483,1.0979653557076068,-0.011268004639002096,-0.017900858478200474,-0.03453520486839533
19987,ILVX,391,58.73,-0.03181668315199471,-0.009621106923229483,1.0288681802088562,-0.009596908323446517,-0.02221977482854819,-0.007948024751375325
19988,FCSG,391,35.99,-0.01370238421485337,-0.009621106923229483,0.9160125574381847,-0.00877711922526439,-0.004925264989588979,0.0161630782798848
19989,FARS,391,35.05,-0.012119503945885013,-0.009621106923229483,0.5011471040464691,-0.004444594158415278,-0.007674909787469735,0.007275474913286478
19990,MHRM,391,14.69,-0.025862068965517238,-0.009621106923229483,0.4184036224852018,-0.0032562511774845396,-0.0226058177880327,0.03858133791856862
19991,EAFC,391,28.42,-0.02903997266826097,-0.009621106923229483,0.855462466746378,-0.007953909324688943,-0.021086063343572027,-0.014126788840778384
19992,ALGO,392,100.39,0.0054081121682525435,0.0054081121682525435,1.0,0.0054081121682525435,0.0,0.0
19993,AENO,392,73.41,-0.013969106783075946,0.0054081121682525435,0.8013772599579146,0.004424873158166764,-0.01839397994124271,0.004743113750119012
19994,LSST,392,89.91,0.00424438735619348,0.0054081121682525435,1.3257807778827309,0.007043255530520333,-0.0027988681743268537,-0.0008996032207790709
19995,SRNA,392,106.52,0.01148988700028486,0.0054081121682525435,0.8905318710479664,0.004686674188769688,0.006803212811515171,0.011196554891572782
19996,ELLT,392,98.31,0.015494267121165084,0.0054081121682525435,0.3997053355984423,0.002098544916222715,0.01339572220494237,-0.004132513328634348
19997,AMRP,392,14.54,-0.023505708529214298,0.0054081121682525435,0.9213827406364107,0.00520166500638508,-0.02870737353559938,0.03399212654831698
19998,OTCS,392,25.8,0.049206994713298036,0.0054081121682525435,0.901363035943437,0.004565745813879497,0.04464124889941854,0.017961656623368683
19999,HETT,392,74.01,0.002573828230831854,0.0054081121682525435,0.5847350763296869,0.0030740610194836117,-0.0005002327886517578,-0.002726618237487391
20000,HUXZ,392,56.21,-0.007942110836568927,0.0054081121682525435,1.1343042214456807,0.006185592247780753,-0.01412770308434968,0.02513424504639947
20001,DUCT,392,13.25,0.015325670498084198,0.0054081121682525435,1.0571623671964003,0.005620183217315903,0.009705487280768296,0.01035460940686073
20002,SMAH,392,82.57,-0.004220935841775297,0.0054081121682525435,0.9873275471029025,0.005415572583648339,-0.009636508425423636,0.003024192539242434
20003,NPCK,392,8.18,-0.0060753341433780195,0.0054081121682525435,0.6828541925111938,0.0036216884707823602,-0.00969702261416038,0.01448828996960695
20004,MSDP,392,24.44,0.011170872983036872,0.0054081121682525435,0.8253792097788508,0.004255413062785037,0.006915459920251835,0.005237320195631254
20005,EORC,392,31.29,0.055668016194331926,0.0054081121682525435,0.9727743728465739,0.005092810619347736,0.05057520557498419,0.030227327411324122
20006,CUBO,392,164.22,0.008288819303739148,0.0054081121682525435,0.6099669831334736,0.0034246527705811486,0.004864166533157999,-0.016652622845650337
20007,HRET,392,50.11,0.016017842660178472,0.0054081121682525435,0.7198369022486072,0.0037313428681599505,0.012286499792018521,-0.00208884256296195
20008,ANSO,392,60.16,0.05896849146277061,0.0054081121682525435,0.9810730918233782,0.005108633398781772,0.05385985806398884,-0.008605866832663522
20009,DIHO,392,11.33,0.031876138433515555,0.0054081121682525435,1.1462265591799143,0.0060301222810960195,0.025846016152419535,-0.03658048620966668
20010,RTTH,392,32.95,-0.03088235294117636,0.0054081121682525435,1.1439121030348243,0.006320529578013549,-0.03720288251918991,0.0036333428863682127
20011,SPLZ,392,89.03,-0.006028804287149581,0.0054081121682525435,1.3252694351107621,0.00735388777309698,-0.01338269206024656,-0.01995510650875928
20012,NWIG,392,74.99,-0.022167166514539094,0.0054081121682525435,0.4266535173154275,0.002577256760436245,-0.02474442327497534,-0.02775249182260103
20013,MMBT,392,174.35,-0.006382857468513192,0.0054081121682525435,1.801437793056835,0.009740920427289072,-0.016123777895802265,0.024628214188207556
20014,MDGI,392,224.32,-0.005805965518769662,0.0054081121682525435,0.7532402191656578,0.004020960048715761,-0.009826925567485423,0.0012705611232147092
20015,AGVF,392,91.9,0.03514305023653974,0.0054081121682525435,0.8877280014330006,0.004578658339025825,0.030564391897513917,-0.02664907263234813
20016,RRES,392,55.29,0.025217875023178182,0.0054081121682525435,1.357662706896311,0.007370540200623448,0.017847334822554736,-0.0066435756100218825
20017,CTGI,392,101.04,-0.03826384922901194,0.0054081121682525435,1.4744343236668784,0.008215402863421734,-0.04647925209243367,0.019406961095475794
20018,ALUT,392,16.9,0.019915509957754818,0.0054081121682525435,0.6641791126061294,0.0033674615333289643,0.016548048424425855,-0.01786060664209413
20019,ACAC,392,54.41,-0.005846884706742217,0.0054081121682525435,1.1243987592058104,0.006106459301646659,-0.011953344008388876,0.0029046217491659927
20020,SRTX,392,261.54,-0.0006495739559052582,0.0054081121682525435,0.9423362564108534,0.005276787575875745,-0.0059263615317810036,-0.02344125212319624
20021,GARI,392,10.34,-0.018975332068311146,0.0054081121682525435,1.1261204739972832,0.006151393062511307,-0.025126725130822453,-0.021561362770869747
20022,RCRI,392,42.23,0.0688433308023284,0.0054081121682525435,1.7597836133559444,0.009411703490680432,0.05943162731164797,0.0001604115823745228
20023,ACIX,392,22.39,0.01129177958446248,0.0054081121682525435,0.7569863336756522,0.004013320532786691,0.007278459051675789,-0.02368871800005644
20024,CCNS,392,21.27,0.013822688274547135,0.0054081121682525435,0.2412584185647318,0.0013236210975253267,0.012499067177021808,-0.0019333453415472405
20025,MTNS,392,18.61,-0.01010638297872346,0.0054081121682525435,0.7400955599933778,0.004104463835459042,-0.014210846814182502,-0.015463245234372834
20026,IHOZ,392,120.15,0.0015003750937734317,0.0054081121682525435,1.1042724273257183,0.006084049841127444,-0.004583674747354012,-0.014772620034882406
20027,NAYO,392,31.27,0.027604337824515213,0.0054081121682525435,1.572567008198371,0.008397703736579222,0.019206634087935992,0.03592391427119975
20028,FWWG,392,28.88,0.002777777777777768,0.0054081121682525435,0.7703694091643292,0.004239286653239792,-0.0014615088754620243,-0.025206124099702864
20029,EELT,392,100.11,0.001100000000000101,0.0054081121682525435,1.7341229907747235,0.009413680185083293,-0.008313680185083192,0.010522223945109169
20030,HRND,392,16.2,-0.02055622732769047,0.0054081121682525435,1.0388323441218807,0.005678006620052136,-0.026234233947742602,-0.013144016812044305
20031,AETS,392,24.62,-0.022628026994839234,0.0054081121682525435,0.9373256006362826,0.005389308383913395,-0.02801733537875263,0.019887474144389683
20032,ULXY,392,50.07,-0.031528046421663514,0.0054081121682525435,1.7090045230825577,0.009560034085623139,-0.041088080507286656,0.012893095056438576
20033,BLBT,392,38.82,0.001031459515214106,0.0054081121682525435,0.7288019691679744,0.003864220442626094,-0.002832760927411988,0.0007800225446889832
20034,BENI,392,27.02,0.0007407407407407085,0.0054081121682525435,0.6471234580091129,0.0034704983687989855,-0.002729757628058277,0.006698353670653027
20035,ITPA,392,24.99,-0.008333333333333415,0.0054081121682525435,0.6346694029595136,0.0034549184733406375,-0.011788251806674052,-0.006942222152607928
20036,HTRK,392,11.46,-0.00607111882046818,0.0054081121682525435,0.5717044509638646,0.0030644357156536144,-0.009135554536121793,-8.640707250645932e-05
20037,NGTE,392,53.67,-0.02859728506787329,0.0054081121682525435,1.0550843654389968,0.005937919800522041,-0.03453520486839533,-0.021772756287310905
20038,ILVX,392,58.59,-0.0023837902264599586,0.0054081121682525435,1.028232291975282,0.005564234524915366,-0.007948024751375325,0.009186122725560714
20039,FCSG,392,36.75,0.02111697693803838,0.0054081121682525435,0.8947659969487048,0.0049538986581535785,0.0161630782798848,0.027419850427184943
20040,FARS,392,35.4,0.009985734664764712,0.0054081121682525435,0.5064302965839423,0.002710259751478233,0.007275474913286478,0.007355229076382499
20041,MHRM,392,15.29,0.04084411164057178,0.0054081121682525435,0.47340594249296253,0.0022627737220031635,0.03858133791856862,-0.06124405028803101
20042,EAFC,392,28.15,-0.00950035186488396,0.0054081121682525435,0.8355479731296102,0.004626436975894424,-0.014126788840778384,-0.024190262348115953
20043,ALGO,393,98.26,-0.02121725271441377,-0.02121725271441377,1.0,-0.02121725271441377,0.0,0.0
20044,AENO,393,72.51,-0.012259910093992521,-0.02121725271441377,0.781443403958959,-0.017003023844111533,0.004743113750119012,-0.016169793805813702
20045,LSST,393,87.3,-0.02902902902902904,-0.02121725271441377,1.3056583777802362,-0.02812942580824997,-0.0008996032207790709,0.0097275486192552
20046,SRNA,393,105.7,-0.007698084866691657,-0.02121725271441377,0.8773440053204985,-0.01889463975826444,0.011196554891572782,-0.012817974858596905
20047,ELLT,393,97.07,-0.012613162445326065,-0.02121725271441377,0.41934947850056553,-0.008480649116691717,-0.004132513328634348,-0.014867127557525863
20048,AMRP,393,14.75,0.014442916093535096,-0.02121725271441377,0.7559086915507857,-0.019549210454781883,0.03399212654831698,-0.027094781410624914
20049,OTCS,393,25.77,-0.0011627906976744429,-0.02121725271441377,0.8351958796293081,-0.019124447321043125,0.017961656623368683,0.025448413037685948
20050,HETT,393,72.89,-0.015133090122956383,-0.02121725271441377,0.6251163966279416,-0.012406471885468992,-0.002726618237487391,0.004355932500181679
20051,HUXZ,393,56.27,0.0010674257249601027,-0.02121725271441377,1.0712935976689286,-0.024066819321439368,0.02513424504639947,0.0005396273439914482
20052,DUCT,393,13.09,-0.012075471698113183,-0.02121725271441377,1.0275448794565114,-0.022430081104973913,0.01035460940686073,0.008011476647597318
20053,SMAH,393,81.09,-0.017924185539542115,-0.02121725271441377,0.9578407356231086,-0.02094837807878455,0.003024192539242434,-0.011467632846045694
20054,NPCK,393,8.18,0.0,-0.02121725271441377,0.6614305412699192,-0.01448828996960695,0.01448828996960695,0.022510896360865514
20055,MSDP,393,24.14,-0.01227495908346976,-0.02121725271441377,0.8023800009231051,-0.017512279279101015,0.005237320195631254,0.02163285787356832
20056,EORC,393,31.59,0.009587727708533,-0.02121725271441377,0.8525718536296208,-0.020639599702791122,0.030227327411324122,0.005379549656527288
20057,CUBO,393,159.36,-0.02959444647424181,-0.02121725271441377,0.6550729054908926,-0.012941823628591472,-0.016652622845650337,-0.021845542963644354
20058,HRET,393,49.24,-0.01736180403113141,-0.02121725271441377,0.7707694486854653,-0.015272961468169461,-0.00208884256296195,-0.0042755178230725315
20059,ANSO,393,58.39,-0.029421542553191404,-0.02121725271441377,1.0194514552001173,-0.020815675720527883,-0.008605866832663522,0.021332336568060894
20060,DIHO,393,10.64,-0.06090026478375987,-0.02121725271441377,1.2657861691912289,-0.024319778574093193,-0.03658048620966668,-0.0032913501305031657
20061,RTTH,393,32.27,-0.02063732928679818,-0.02121725271441377,1.1521840869826818,-0.02427067217316639,0.0036333428863682127,-0.031155742424571982
20062,SPLZ,393,84.75,-0.048073683028192704,-0.02121725271441377,1.3619621765530832,-0.028118576519433423,-0.01995510650875928,-0.012881230452110535
20063,NWIG,393,72.23,-0.036804907320975966,-0.02121725271441377,0.4566218460285931,-0.009052415498374936,-0.02775249182260103,0.0014967218303957213
20064,MMBT,393,171.98,-0.013593346716375132,-0.02121725271441377,1.6899746692948452,-0.03822156090458269,0.024628214188207556,0.015256943254050132
20065,MDGI,393,221.02,-0.014711126961483467,-0.02121725271441377,0.7455828186270942,-0.015981688084698176,0.0012705611232147092,-0.04298352076123491
20066,AGVF,393,87.72,-0.045484221980413575,-0.02121725271441377,0.9875825088290574,-0.018835149348065443,-0.02664907263234813,0.006687434938168248
20067,RRES,393,53.33,-0.035449448363175984,-0.02121725271441377,1.4098712598748646,-0.0288058727531541,-0.0066435756100218825,-0.007980062680122338
20068,CTGI,393,99.84,-0.01187648456057011,-0.02121725271441377,1.4517313276096446,-0.031283445656045905,0.019406961095475794,-0.009469687367475726
20069,ALUT,393,16.36,-0.031952662721893454,-0.02121725271441377,0.7388988838127132,-0.014092056079799327,-0.01786060664209413,0.029112174798890403
20070,ACAC,393,53.27,-0.020952030876676964,-0.02121725271441377,1.1091622145126967,-0.023856652625842956,0.0029046217491659927,0.014507497878822011
20071,SRTX,393,250.18,-0.04343503861741993,-0.02121725271441377,1.0277882966942529,-0.01999378649422369,-0.02344125212319624,0.011201732723598198
20072,GARI,393,9.87,-0.045454545454545525,-0.02121725271441377,1.1909227793513613,-0.023893182683675778,-0.021561362770869747,-0.009709437777652517
20073,RCRI,393,40.66,-0.03717736206488276,-0.02121725271441377,1.7556517988185003,-0.03733777364725728,0.0001604115823745228,0.030507209440020392
20074,ACIX,393,21.5,-0.0397498883430103,-0.02121725271441377,0.8303262578762934,-0.01606117034295386,-0.02368871800005644,0.01221592879711206
20075,CCNS,393,21.12,-0.00705218617771497,-0.02121725271441377,0.2533787293948913,-0.005118840836167729,-0.0019333453415472405,-0.019234566671163265
20076,MTNS,393,18.03,-0.03116603976356791,-0.02121725271441377,0.8089123547406245,-0.015702794529195076,-0.015463245234372834,0.00676796088247388
20077,IHOZ,393,115.56,-0.038202247191011285,-0.02121725271441377,1.1535231445428682,-0.02342962715612888,-0.014772620034882406,0.030123764390115746
20078,NAYO,393,31.35,0.002558362647905321,-0.02121725271441377,1.4538901952110872,-0.03336555162329443,0.03592391427119975,-0.024319080639712158
20079,FWWG,393,27.68,-0.04155124653739606,-0.02121725271441377,0.850480957300388,-0.016345122437693194,-0.025206124099702864,-0.017755030744195186
20080,EELT,393,97.48,-0.026271101788033158,-0.02121725271441377,1.6439026410347446,-0.036793325733142326,0.010522223945109169,-0.024403683358200205
20081,HRND,393,15.63,-0.0351851851851851,-0.02121725271441377,1.086042443397025,-0.022041168373140792,-0.013144016812044305,-0.01937890575476943
20082,AETS,393,24.62,0.0,-0.02121725271441377,0.8956366248534793,-0.019887474144389683,0.019887474144389683,0.03570814367244879
20083,ULXY,393,48.9,-0.023367285799880233,-0.02121725271441377,1.6678976544378663,-0.03626038085631881,0.012893095056438576,0.005820608045689962
20084,BLBT,393,38.25,-0.014683153013910322,-0.02121725271441377,0.7067420839531232,-0.015463175558599305,0.0007800225446889832,0.008380963010220576
20085,BENI,393,26.83,-0.007031828275351648,-0.02121725271441377,0.638798996005375,-0.013730181946004675,0.006698353670653027,-0.0023055030892159207
20086,ITPA,393,24.48,-0.020408163265306034,-0.02121725271441377,0.6789614971097112,-0.013465941112698106,-0.006942222152607928,-0.007153803792803478
20087,HTRK,393,11.32,-0.012216404886561949,-0.02121725271441377,0.5788994410196714,-0.01212999781405549,-8.640707250645932e-05,-0.002531011475241227
20088,NGTE,393,51.3,-0.04415874790385699,-0.02121725271441377,1.0776742694524193,-0.022385991616546082,-0.021772756287310905,-0.012303415132029361
20089,ILVX,393,57.85,-0.01263014166239973,-0.02121725271441377,1.0449998052721714,-0.021816264387960443,0.009186122725560714,0.014718189499134133
20090,FCSG,393,37.06,0.008435374149659891,-0.02121725271441377,0.8287590380873316,-0.01898447627752505,0.027419850427184943,0.0046896303753141385
20091,FARS,393,35.28,-0.003389830508474523,-0.02121725271441377,0.5002723863356543,-0.010745059584857022,0.007355229076382499,0.018746183037734048
20092,MHRM,393,14.2,-0.07128842380640943,-0.02121725271441377,0.6042658402609733,-0.010044373518378419,-0.06124405028803101,-0.008863265569029496
20093,EAFC,393,26.97,-0.0419182948490231,-0.02121725271441377,0.9113282783419376,-0.017728032500907143,-0.024190262348115953,0.015019849147305142
20094,ALGO,394,97.64,-0.006309790352127087,-0.006309790352127087,1.0,-0.006309790352127087,0.0,0.0
20095,AENO,394,70.98,-0.02110053785684729,-0.006309790352127087,0.7883420331534762,-0.004930744051033589,-0.016169793805813702,0.0029824516236196634
20096,LSST,394,87.43,0.0014891179839635615,-0.006309790352127087,1.2839994915875586,-0.008238430635291638,0.0097275486192552,-0.004072314785413112
20097,SRNA,394,103.76,-0.018353831598864723,-0.006309790352127087,0.8875014813170585,-0.005535856740267817,-0.012817974858596905,-0.0014369631601643482
20098,ELLT,394,95.37,-0.017513134851138257,-0.006309790352127087,0.4446157690496256,-0.0026460072936123936,-0.014867127557525863,-0.0076598023791294954
20099,AMRP,394,14.28,-0.03186440677966107,-0.006309790352127087,0.765674845928905,-0.004769625369036157,-0.027094781410624914,0.008257491568508794
20100,OTCS,394,26.29,0.020178502134264642,-0.006309790352127087,0.8153731783256389,-0.005269910903421304,0.025448413037685948,0.023017377370028836
